,file_path,copyright,falsePositive
18,kubernetes-master/staging/src/k8s.io/cli-runtime/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
19,kubernetes-master/staging/src/k8s.io/kube-proxy/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
20,kubernetes-master/LICENSES/third_party/forked/gotestsum/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
21,kubernetes-master/third_party/forked/gotestsum/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
22,kubernetes-master/vendor/go.etcd.io/etcd/pkg/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
23,kubernetes-master/vendor/go.etcd.io/etcd/raft/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
24,kubernetes-master/vendor/go.etcd.io/etcd/client/pkg/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
25,kubernetes-master/vendor/go.etcd.io/etcd/client/v2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
26,kubernetes-master/vendor/go.etcd.io/etcd/client/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
27,kubernetes-master/vendor/go.etcd.io/etcd/server/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
28,kubernetes-master/vendor/go.etcd.io/etcd/api/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
29,kubernetes-master/vendor/cloud.google.com/go/compute/metadata/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
30,kubernetes-master/vendor/cloud.google.com/go/compute/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
31,kubernetes-master/vendor/k8s.io/utils/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
32,kubernetes-master/vendor/k8s.io/kube-openapi/pkg/validation/validate/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
33,kubernetes-master/vendor/k8s.io/kube-openapi/pkg/validation/errors/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
34,kubernetes-master/vendor/k8s.io/kube-openapi/pkg/validation/spec/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
35,kubernetes-master/vendor/k8s.io/kube-openapi/pkg/validation/strfmt/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
36,kubernetes-master/vendor/k8s.io/kube-openapi/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
37,kubernetes-master/vendor/github.com/soheilhy/cmux/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
38,kubernetes-master/vendor/github.com/golang/mock/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
39,kubernetes-master/vendor/github.com/moby/sys/mountinfo/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
40,kubernetes-master/vendor/github.com/moby/spdystream/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
41,kubernetes-master/vendor/github.com/moby/ipvs/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
42,kubernetes-master/vendor/github.com/google/btree/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
43,kubernetes-master/vendor/github.com/google/pprof/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
44,kubernetes-master/vendor/github.com/google/gofuzz/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
45,kubernetes-master/vendor/github.com/google/shlex/COPYING,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
46,kubernetes-master/vendor/github.com/googleapis/enterprise-certificate-proxy/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
47,kubernetes-master/vendor/github.com/GoogleCloudPlatform/k8s-cloud-provider/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
48,kubernetes-master/vendor/github.com/pquerna/cachecontrol/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
49,kubernetes-master/vendor/github.com/vmware/govmomi/LICENSE.txt,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
50,kubernetes-master/vendor/github.com/go-openapi/jsonpointer/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
51,kubernetes-master/vendor/github.com/go-openapi/jsonreference/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
52,kubernetes-master/vendor/github.com/go-openapi/swag/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
53,kubernetes-master/vendor/github.com/coreos/go-semver/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
54,kubernetes-master/vendor/google.golang.org/grpc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
55,kubernetes-master/vendor/google.golang.org/appengine/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
56,kubernetes-master/vendor/google.golang.org/genproto/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
57,kubernetes-master/vendor/google.golang.org/genproto/googleapis/rpc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
58,kubernetes-master/vendor/google.golang.org/genproto/googleapis/api/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
59,kubernetes-master/vendor/gopkg.in/square/go-jose.v2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
60,kubernetes-master/vendor/github.com/docker/distribution/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
61,kubernetes-master/vendor/github.com/coreos/go-oidc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
62,kubernetes-master/staging/src/k8s.io/mount-utils/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
63,kubernetes-master/staging/src/k8s.io/mount-utils/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
64,kubernetes-master/staging/src/k8s.io/cloud-provider/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
65,kubernetes-master/staging/src/k8s.io/cloud-provider/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
66,kubernetes-master/staging/src/k8s.io/controller-manager/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
67,kubernetes-master/staging/src/k8s.io/controller-manager/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
68,kubernetes-master/staging/src/k8s.io/csi-translation-lib/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
69,kubernetes-master/staging/src/k8s.io/csi-translation-lib/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
70,kubernetes-master/staging/src/k8s.io/kms/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
71,kubernetes-master/staging/src/k8s.io/kms/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
72,kubernetes-master/staging/src/k8s.io/legacy-cloud-providers/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
73,kubernetes-master/staging/src/k8s.io/legacy-cloud-providers/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
74,kubernetes-master/staging/src/k8s.io/metrics/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
75,kubernetes-master/staging/src/k8s.io/metrics/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
76,kubernetes-master/staging/src/k8s.io/kubectl/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
77,kubernetes-master/staging/src/k8s.io/kubectl/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
78,kubernetes-master/staging/src/k8s.io/pod-security-admission/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
79,kubernetes-master/staging/src/k8s.io/pod-security-admission/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
80,kubernetes-master/staging/src/k8s.io/cri-api/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
81,kubernetes-master/staging/src/k8s.io/cri-api/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
82,kubernetes-master/vendor/k8s.io/system-validators/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
83,kubernetes-master/vendor/k8s.io/system-validators/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
84,kubernetes-master/vendor/github.com/matttproud/golang_protobuf_extensions/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
85,kubernetes-master/vendor/github.com/matttproud/golang_protobuf_extensions/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
86,kubernetes-master/vendor/github.com/euank/go-kmsg-parser/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
87,kubernetes-master/vendor/github.com/euank/go-kmsg-parser/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
88,kubernetes-master/vendor/github.com/go-logr/logr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
89,kubernetes-master/vendor/github.com/go-logr/logr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
90,kubernetes-master/vendor/github.com/go-logr/zapr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
91,kubernetes-master/vendor/github.com/go-logr/zapr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
92,kubernetes-master/vendor/github.com/opencontainers/selinux/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
93,kubernetes-master/vendor/github.com/opencontainers/selinux/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
94,kubernetes-master/vendor/github.com/coredns/caddy/LICENSE.txt,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
95,kubernetes-master/vendor/github.com/coredns/caddy/LICENSE.txt,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
96,kubernetes-master/vendor/github.com/ishidawataru/sctp/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
97,kubernetes-master/vendor/github.com/ishidawataru/sctp/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
98,kubernetes-master/vendor/github.com/container-storage-interface/spec/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
99,kubernetes-master/vendor/github.com/container-storage-interface/spec/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
100,kubernetes-master/vendor/github.com/checkpoint-restore/go-criu/v5/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
101,kubernetes-master/vendor/github.com/checkpoint-restore/go-criu/v5/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
102,kubernetes-master/vendor/gopkg.in/yaml.v2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
103,kubernetes-master/vendor/gopkg.in/yaml.v2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
104,kubernetes-master/vendor/sigs.k8s.io/apiserver-network-proxy/konnectivity-client/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
105,kubernetes-master/vendor/sigs.k8s.io/apiserver-network-proxy/konnectivity-client/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
106,kubernetes-master/vendor/sigs.k8s.io/structured-merge-diff/v4/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
107,kubernetes-master/vendor/sigs.k8s.io/structured-merge-diff/v4/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
108,kubernetes-master/vendor/sigs.k8s.io/kustomize/api/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
109,kubernetes-master/vendor/sigs.k8s.io/kustomize/api/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
110,kubernetes-master/vendor/sigs.k8s.io/kustomize/kustomize/v5/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
111,kubernetes-master/vendor/sigs.k8s.io/kustomize/kustomize/v5/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
112,kubernetes-master/vendor/sigs.k8s.io/kustomize/kyaml/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
113,kubernetes-master/vendor/sigs.k8s.io/kustomize/kyaml/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
114,kubernetes-master/LICENSES/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
115,kubernetes-master/LICENSES/vendor/go.opencensus.io/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
116,kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/pkg/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
117,kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/raft/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
118,kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/client/pkg/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
119,kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/client/v2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
120,kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/client/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
121,kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/server/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
122,kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/api/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
123,kubernetes-master/LICENSES/vendor/cloud.google.com/go/compute/metadata/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
124,kubernetes-master/LICENSES/vendor/cloud.google.com/go/compute/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
125,kubernetes-master/LICENSES/vendor/k8s.io/utils/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
126,kubernetes-master/LICENSES/vendor/k8s.io/gengo/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
127,kubernetes-master/LICENSES/vendor/k8s.io/system-validators/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
128,kubernetes-master/LICENSES/vendor/k8s.io/kube-openapi/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
129,kubernetes-master/LICENSES/vendor/github.com/soheilhy/cmux/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
130,kubernetes-master/LICENSES/vendor/github.com/golang/mock/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
131,kubernetes-master/LICENSES/vendor/github.com/matttproud/golang_protobuf_extensions/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
132,kubernetes-master/LICENSES/vendor/github.com/spf13/cobra/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
133,kubernetes-master/LICENSES/vendor/github.com/modern-go/concurrent/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
134,kubernetes-master/LICENSES/vendor/github.com/modern-go/reflect2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
135,kubernetes-master/LICENSES/vendor/github.com/euank/go-kmsg-parser/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
136,kubernetes-master/LICENSES/vendor/github.com/inconshreveable/mousetrap/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
137,kubernetes-master/LICENSES/vendor/github.com/moby/sys/mountinfo/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
138,kubernetes-master/LICENSES/vendor/github.com/moby/spdystream/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
139,kubernetes-master/LICENSES/vendor/github.com/moby/ipvs/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
140,kubernetes-master/LICENSES/vendor/github.com/moby/term/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
141,kubernetes-master/LICENSES/vendor/github.com/google/btree/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
142,kubernetes-master/LICENSES/vendor/github.com/google/pprof/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
143,kubernetes-master/LICENSES/vendor/github.com/google/gofuzz/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
144,kubernetes-master/LICENSES/vendor/github.com/google/gnostic-models/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
145,kubernetes-master/LICENSES/vendor/github.com/google/shlex/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
146,kubernetes-master/LICENSES/vendor/github.com/google/cadvisor/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
147,kubernetes-master/LICENSES/vendor/github.com/google/cadvisor/third_party/containerd/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
148,kubernetes-master/vendor/github.com/google/cadvisor/third_party/containerd/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
149,kubernetes-master/vendor/github.com/containerd/console/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
150,kubernetes-master/LICENSES/vendor/github.com/google/cel-go/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
151,kubernetes-master/LICENSES/vendor/github.com/googleapis/enterprise-certificate-proxy/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
152,kubernetes-master/LICENSES/vendor/github.com/go-logr/logr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
153,kubernetes-master/LICENSES/vendor/github.com/go-logr/stdr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
154,kubernetes-master/LICENSES/vendor/github.com/go-logr/zapr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
155,kubernetes-master/LICENSES/vendor/github.com/opencontainers/runtime-spec/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
156,kubernetes-master/LICENSES/vendor/github.com/opencontainers/go-digest/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
157,kubernetes-master/LICENSES/vendor/github.com/opencontainers/selinux/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
158,kubernetes-master/LICENSES/vendor/github.com/opencontainers/runc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
159,kubernetes-master/LICENSES/vendor/github.com/docker/go-units/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
160,kubernetes-master/LICENSES/vendor/github.com/docker/distribution/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
161,kubernetes-master/LICENSES/vendor/github.com/GoogleCloudPlatform/k8s-cloud-provider/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
162,kubernetes-master/LICENSES/vendor/github.com/mrunalp/fileutils/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
163,kubernetes-master/LICENSES/vendor/github.com/coredns/caddy/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
164,kubernetes-master/LICENSES/vendor/github.com/coredns/corefile-migration/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
165,kubernetes-master/LICENSES/vendor/github.com/NYTimes/gziphandler/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
166,kubernetes-master/LICENSES/vendor/github.com/containerd/cgroups/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
167,kubernetes-master/LICENSES/vendor/github.com/containerd/console/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
168,kubernetes-master/LICENSES/vendor/github.com/containerd/ttrpc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
169,kubernetes-master/LICENSES/vendor/github.com/pquerna/cachecontrol/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
170,kubernetes-master/LICENSES/vendor/github.com/ishidawataru/sctp/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
171,kubernetes-master/LICENSES/vendor/github.com/libopenstorage/openstorage/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
172,kubernetes-master/LICENSES/vendor/github.com/vmware/govmomi/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
173,kubernetes-master/LICENSES/vendor/github.com/jonboulle/clockwork/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
174,kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/date/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
175,kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
176,kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/validation/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
177,kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/mocks/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
178,kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/adal/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
179,kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/to/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
180,kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
181,kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/logger/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
182,kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/tracing/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
183,kubernetes-master/LICENSES/vendor/github.com/container-storage-interface/spec/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
184,kubernetes-master/LICENSES/vendor/github.com/go-openapi/jsonpointer/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
185,kubernetes-master/LICENSES/vendor/github.com/go-openapi/jsonreference/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
186,kubernetes-master/LICENSES/vendor/github.com/go-openapi/swag/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
187,kubernetes-master/LICENSES/vendor/github.com/grpc-ecosystem/go-grpc-prometheus/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
188,kubernetes-master/LICENSES/vendor/github.com/grpc-ecosystem/go-grpc-middleware/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
189,kubernetes-master/LICENSES/vendor/github.com/coreos/go-oidc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
190,kubernetes-master/LICENSES/vendor/github.com/coreos/go-semver/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
191,kubernetes-master/LICENSES/vendor/github.com/prometheus/common/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
192,kubernetes-master/LICENSES/vendor/github.com/prometheus/client_model/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
193,kubernetes-master/LICENSES/vendor/github.com/prometheus/procfs/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
194,kubernetes-master/LICENSES/vendor/github.com/prometheus/client_golang/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
195,kubernetes-master/LICENSES/vendor/github.com/mistifyio/go-zfs/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
196,kubernetes-master/LICENSES/vendor/github.com/checkpoint-restore/go-criu/v5/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
197,kubernetes-master/LICENSES/vendor/github.com/vishvananda/netlink/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
198,kubernetes-master/LICENSES/vendor/github.com/vishvananda/netns/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
199,kubernetes-master/LICENSES/vendor/google.golang.org/grpc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
200,kubernetes-master/LICENSES/vendor/google.golang.org/appengine/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
201,kubernetes-master/LICENSES/vendor/google.golang.org/genproto/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
202,kubernetes-master/LICENSES/vendor/google.golang.org/genproto/googleapis/rpc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,0
