file_path,copyright,falsePositive
kubernetes-master/vendor/k8s.io/kube-openapi/pkg/validation/strfmt/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/k8s.io/kube-openapi/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/soheilhy/cmux/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/golang/mock/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/moby/sys/mountinfo/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/moby/spdystream/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/moby/ipvs/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/google/btree/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/google/pprof/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/google/gofuzz/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/google/shlex/COPYING,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/googleapis/enterprise-certificate-proxy/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/GoogleCloudPlatform/k8s-cloud-provider/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/pquerna/cachecontrol/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/vmware/govmomi/LICENSE.txt,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/go-openapi/jsonpointer/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/go-openapi/jsonreference/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/go-openapi/swag/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/coreos/go-semver/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/google.golang.org/grpc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/google.golang.org/appengine/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/google.golang.org/genproto/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/google.golang.org/genproto/googleapis/rpc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/google.golang.org/genproto/googleapis/api/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/gopkg.in/square/go-jose.v2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/docker/distribution/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/coreos/go-oidc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/mount-utils/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/mount-utils/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/cloud-provider/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/cloud-provider/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/controller-manager/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/controller-manager/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/csi-translation-lib/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/csi-translation-lib/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/kms/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/kms/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/legacy-cloud-providers/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/legacy-cloud-providers/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/metrics/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/metrics/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/kubectl/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/kubectl/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/pod-security-admission/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/pod-security-admission/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/cri-api/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/staging/src/k8s.io/cri-api/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/k8s.io/system-validators/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/k8s.io/system-validators/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/matttproud/golang_protobuf_extensions/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/matttproud/golang_protobuf_extensions/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/euank/go-kmsg-parser/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/euank/go-kmsg-parser/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/go-logr/logr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/go-logr/logr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/go-logr/zapr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/go-logr/zapr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/opencontainers/selinux/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/opencontainers/selinux/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/coredns/caddy/LICENSE.txt,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/coredns/caddy/LICENSE.txt,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/ishidawataru/sctp/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/ishidawataru/sctp/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/container-storage-interface/spec/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/container-storage-interface/spec/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/checkpoint-restore/go-criu/v5/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/checkpoint-restore/go-criu/v5/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/gopkg.in/yaml.v2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/gopkg.in/yaml.v2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/sigs.k8s.io/apiserver-network-proxy/konnectivity-client/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/sigs.k8s.io/apiserver-network-proxy/konnectivity-client/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/sigs.k8s.io/structured-merge-diff/v4/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/sigs.k8s.io/structured-merge-diff/v4/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/sigs.k8s.io/kustomize/api/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/sigs.k8s.io/kustomize/api/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/sigs.k8s.io/kustomize/kustomize/v5/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/sigs.k8s.io/kustomize/kustomize/v5/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/sigs.k8s.io/kustomize/kyaml/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/sigs.k8s.io/kustomize/kyaml/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/go.opencensus.io/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/pkg/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/raft/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/client/pkg/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/client/v2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/client/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/server/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/go.etcd.io/etcd/api/v3/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/cloud.google.com/go/compute/metadata/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/cloud.google.com/go/compute/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/k8s.io/utils/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/k8s.io/gengo/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/k8s.io/system-validators/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/k8s.io/kube-openapi/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/soheilhy/cmux/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/golang/mock/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/matttproud/golang_protobuf_extensions/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/spf13/cobra/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/modern-go/concurrent/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/modern-go/reflect2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/euank/go-kmsg-parser/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/inconshreveable/mousetrap/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/moby/sys/mountinfo/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/moby/spdystream/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/moby/ipvs/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/moby/term/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/google/btree/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/google/pprof/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/google/gofuzz/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/google/gnostic-models/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/google/shlex/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/google/cadvisor/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/google/cadvisor/third_party/containerd/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/google/cadvisor/third_party/containerd/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/vendor/github.com/containerd/console/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/google/cel-go/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/googleapis/enterprise-certificate-proxy/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/go-logr/logr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/go-logr/stdr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/go-logr/zapr/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/opencontainers/runtime-spec/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/opencontainers/go-digest/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/opencontainers/selinux/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/opencontainers/runc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/docker/go-units/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/docker/distribution/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/GoogleCloudPlatform/k8s-cloud-provider/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/mrunalp/fileutils/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/coredns/caddy/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/coredns/corefile-migration/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/NYTimes/gziphandler/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/containerd/cgroups/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/containerd/console/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/containerd/ttrpc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/pquerna/cachecontrol/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/ishidawataru/sctp/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/libopenstorage/openstorage/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/vmware/govmomi/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/jonboulle/clockwork/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/date/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/validation/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/mocks/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/adal/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/autorest/to/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/logger/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/Azure/go-autorest/tracing/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/container-storage-interface/spec/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/go-openapi/jsonpointer/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/go-openapi/jsonreference/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/go-openapi/swag/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/grpc-ecosystem/go-grpc-prometheus/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/grpc-ecosystem/go-grpc-middleware/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/coreos/go-oidc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/coreos/go-semver/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/prometheus/common/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/prometheus/client_model/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/prometheus/procfs/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/prometheus/client_golang/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/mistifyio/go-zfs/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/checkpoint-restore/go-criu/v5/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/vishvananda/netlink/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/github.com/vishvananda/netns/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/google.golang.org/grpc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/google.golang.org/appengine/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/google.golang.org/genproto/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/google.golang.org/genproto/googleapis/rpc/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/google.golang.org/genproto/googleapis/api/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/gopkg.in/square/go-jose.v2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/gopkg.in/yaml.v2/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/sigs.k8s.io/json/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/sigs.k8s.io/apiserver-network-proxy/konnectivity-client/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
kubernetes-master/LICENSES/vendor/sigs.k8s.io/structured-merge-diff/v4/LICENSE,copyright owner or by an individual or Legal Entity authorized to submit on behalf of,1
