file_path,copyright,falsePositive
tensorflow-master/tensorflow/c/kernels.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/c/c_api_experimental.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/c/c_api_experimental_test.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/c/env.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/client/session_ref.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/client/session_ref.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/saved_model/signature_serialization.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/saved_model/load.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/saved_model/load_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/util/stat_summarizer_options.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/saved_model/function_serialization.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/util/proto/proto_utils.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/util/stats_calculator.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/saved_model/loader_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/util/stats_calculator_test.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/util/stats_calculator.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/saved_model/nested_structure_coder_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/saved_model/function_deserialization.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/saved_model/nested_structure_coder.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/saved_model/save_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/saved_model/model_utils/__init__.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/saved_model/save.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/wrap_function_device_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/memory_tests/memory_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/lift_to_graph.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/wrap_function.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/def_function.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/monitoring_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/profiler_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/remote_cluster_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/polymorphic_function/polymorphic_function.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/pywrap_tfe_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/wrap_function_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/eager/remote_execution_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/tensor_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/auto_control_deps.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/auto_control_deps_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/kernels_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/error_interpolation_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/ops_enable_eager_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/test_combinations_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/function.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/smart_cond.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/kernels.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/test_combinations.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/func_graph.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/error_interpolation.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/tensor_spec.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/combinations.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/tf2_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/cuda/cudnn_version.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/cuda/cudnn_version_test.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/cuda/cudnn_version.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/smart_cond_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/function_def_to_graph.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/framework/function_def_to_graph_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/profiler/rpc/profiler_service_impl.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/profiler/rpc/profiler_server.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/profiler/rpc/profiler_service_impl.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/profiler/rpc/profiler_server.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/checkpoint/checkpoint_view_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/checkpoint/functional_saver_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/checkpoint/trackable_view_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/checkpoint/save_util_v1_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/platform/stacktrace_handler_test.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/profiler/backends/cpu/traceme_recorder.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/profiler/backends/cpu/traceme_recorder_test.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/profiler/backends/cpu/traceme_recorder.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/engine/training_arrays_v1.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/profiler/lib/profiler_session.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/engine/training_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/profiler/lib/profiler_session.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/profiler/lib/traceme.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/framework/contraction/eigen_contraction_kernel.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/engine/training_distributed_v1.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/framework/contraction/eigen_contraction_kernel.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/framework/metrics.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/engine/training_utils_v1.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/engine/training_eager_v1.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/engine/input_spec.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/engine/training_generator_v1.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/framework/metrics.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/engine/base_layer_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/engine/saving.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/cloud/compute_engine_metadata_client_test.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/cloud/compute_engine_zone_provider.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/cloud/compute_engine_metadata_client.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/cloud/compute_engine_metadata_client.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/cloud/compute_engine_zone_provider.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/saving/utils_v1/__init__.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/cloud/compute_engine_zone_provider_test.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/saving/model_config.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/cloud/zone_provider.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/saving/hdf5_format.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/saving/saved_model/load.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/saving/saved_model/save_impl.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/dso_loader.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/saving/saved_model/utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/byte_order.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/saving/saved_model/serialized_attributes.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/null_file_system.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/saving/saved_model/save.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/file_system_helper.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/saving/saved_model_experimental.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/logger.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/platform_strings_computed.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/utils/tf_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/utils/kernelized_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/utils/vis_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/utils/io_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/utils/data_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/utils/mode_keys.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/utils/layer_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/utils/losses_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/utils/np_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/numa_test.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/default/human_readable_json.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/default/rocm_rocdl_path.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/default/mutex.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/optimizer_v2/adadelta.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/optimizer_v2/ftrl.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/optimizer_v2/nadam.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/optimizer_v2/adagrad.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/optimizer_v2/adamax.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/mixed_precision/BUILD,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/logger.cc,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/rocm_rocdl_path.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/file_system_helper.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/distribute/optimizer_combinations.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/distribute/distribute_coordinator_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/distribute/distributed_training_utils_v1.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/keras/distribute/distributed_training_utils.py,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/tsl/platform/human_readable_json.h,Copyright 2018 The TensorFlow Authors. All Rights Reserved.,0
